"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Class"
"42",-5.21324649544371,3.05411638116425,-0.387026562024345,-0.34938783773092,0.279418431772692,"SEKER"
"43",-2.9654495298847,0.289064581001734,-0.523192880284079,0.399314165167388,-0.276739010199415,"SEKER"
"44",-3.95591044741116,1.59197755211989,-1.07929999165833,-0.279944465574737,-0.588575176483113,"SEKER"
"45",-4.48186943722905,2.0464342998059,-0.180165792748734,-0.496479442778142,0.170657269572227,"SEKER"
"46",-4.74162932148212,2.55765845030856,-0.95179369909765,-0.652371796635017,-0.167764284961321,"SEKER"
"47",-4.41778126197534,2.11365188511621,-0.721512275440338,-0.529321573904389,-0.376103895118357,"SEKER"
"48",-4.35104601089685,1.96962824581648,-0.60675269083267,-0.604251796053298,-0.0147391133566949,"SEKER"
"49",-4.27309411515206,2.07751662576138,-1.25665001627641,-0.30015248357653,-0.861219797423096,"SEKER"
"50",-4.75139670639094,2.40816142280155,-0.177062283045948,-0.491533615961072,0.352509429640904,"SEKER"
"51",-4.53603086016619,2.31617806529218,-0.733730782343501,-0.265970250203457,-0.167525626387577,"SEKER"
"52",-4.50662551036787,2.18313629931688,-0.199792596340777,-0.150192311427484,-0.138713951155852,"SEKER"
"53",-4.94458686907555,2.83023119207028,-0.701831801677956,-0.0866098875254218,-0.0524616694670861,"SEKER"
"54",-5.0216559916805,2.94312484354391,-0.593153950405623,-0.236624741170731,0.0190720191346483,"SEKER"
"55",-4.57204926873843,2.35163744577349,-0.522954375374213,-0.147661245499768,-0.157189826494938,"SEKER"
"56",-4.51026550645023,2.32862070912215,-0.716563165116727,-0.127837990502898,-0.318594374435027,"SEKER"
"57",-4.13388708982103,1.95936269119848,-1.26219143780997,-0.614865767394018,-0.848424992362489,"SEKER"
"58",-5.03688848798623,2.85008848823603,-0.0897019499509394,-0.197100369586616,0.340819505679305,"SEKER"
"59",-4.72286296214922,2.54739104124563,-0.680158031742075,-0.472607035934644,-0.137720963160471,"SEKER"
"60",-4.30109618353276,1.91077577123442,-0.169503658774967,-0.382066015962533,0.0452616385270075,"SEKER"
"61",-4.69462752705111,2.51484320898421,-0.475772373961425,-0.0990877829385543,0.0506778908699908,"SEKER"
"62",-4.69019907045156,2.42559302752783,-0.34393024060584,-0.644548276072343,0.0889231018957438,"SEKER"
"63",-4.68850750881554,2.58264740777602,-0.50930567764077,0.0234526101823739,-0.202955539130475,"SEKER"
"64",-4.02066191789757,1.76328866054011,-1.12926664822186,-0.273818437636519,-0.523976416895647,"SEKER"
"65",-4.13737141770656,1.79059668505123,-0.174958981548586,-0.011315586407327,-0.116206864073851,"SEKER"
"66",-4.51392442023108,2.17292724068704,0.0233450723424508,-0.295891353662344,0.181242780381191,"SEKER"
"67",-4.68918717511885,2.88675275780921,-1.41207711653774,0.291044868796885,-0.376533578419723,"SEKER"
"68",-3.46884234048652,0.905153324846137,0.109430483314505,0.300034054953492,0.529832452525713,"SEKER"
"69",-4.4138287562829,2.09786030847897,-0.138570451644763,-0.365049355331876,0.114419085852999,"SEKER"
"70",-4.48317880136306,2.26337692715336,-0.307027123144797,-0.170552451399639,-0.0144553132709982,"SEKER"
"71",-5.25230432529256,3.44448680112303,-0.802856625377345,-0.148470188425887,-0.445430582941862,"SEKER"
"72",-5.32822214417347,3.49401283568097,-1.17057476993329,-0.72897960881422,-0.16458040919033,"SEKER"
"73",-4.47325248047421,2.39075790831474,-0.605871815550169,0.00355168212348871,-0.235430862107097,"SEKER"
"74",-4.9353422396345,2.83013284960478,-0.379179261445965,-0.447845550249164,0.158628249496828,"SEKER"
"75",-4.45013812652907,2.18396172620314,-0.148893010134622,-0.183154489718338,0.231207292894146,"SEKER"
"76",-4.56601821872792,2.49005642741683,-0.41060996893369,0.238868453311982,0.00918839277851725,"SEKER"
"77",-4.85401520645481,2.69808095697471,-0.51128207628363,-0.965421887096583,0.184976923581347,"SEKER"
"78",-4.62847221220396,2.61105359771117,-0.655804047570609,-0.0228919281030046,-0.0248077077712413,"SEKER"
"79",-4.75413674584224,2.95864097176917,-1.19299268259943,0.0742329092689713,-0.638860464778031,"SEKER"
"80",-3.65780323200106,1.23751136962285,-0.67287898080817,-0.518182743080119,0.0854870726270425,"SEKER"
"81",-4.84107958090238,2.80551395472705,-0.556083717148375,-0.298694053319264,-0.143881616694079,"SEKER"
"82",-4.1834058989672,1.95091960889955,-0.291437009683823,0.0347616364868202,-0.132529162283536,"SEKER"
"83",-4.63230663534352,2.75422902530474,-1.40770117689862,-0.420086681439333,-0.835661163311379,"SEKER"
"84",-4.36978229039632,2.15848169937142,-0.403996925534024,-0.33622462948262,0.100472821197926,"SEKER"
"85",-4.43709749307815,2.46829413933461,-1.32987644786713,-0.324896873846574,-0.648234442541712,"SEKER"
"86",-5.80734353736308,4.28938210292316,-1.84672780919383,-1.13114251672287,-0.761574977413547,"SEKER"
"87",-3.58575332900848,1.54493195312239,-1.81259626711423,-0.231347860595649,-1.13467066161962,"SEKER"
"88",-4.01045522012666,1.94783656964927,-1.30107812629441,-0.405130826798636,-0.729305411055175,"SEKER"
"89",-4.23325740302665,2.14757972726459,-1.19918212297964,-0.636873957177888,-0.508391665773028,"SEKER"
"90",-4.32136114665552,2.23489627225982,-0.500082884786824,0.0269099930098091,-0.472172702842441,"SEKER"
"91",-4.65308384847989,2.54766331346372,-0.141277064783752,-0.0013459013594758,0.191909704195461,"SEKER"
"92",-4.4829448472431,2.29546581915308,-0.382534992897629,-0.466317218711991,0.128493615560573,"SEKER"
"93",-4.85354489314706,2.98131241372111,-1.05017430290717,-0.410466238538492,-0.297037624879471,"SEKER"
"94",-4.56170379249923,2.50452372039926,-0.145775043555085,0.223483776011372,0.227055628964889,"SEKER"
"95",-4.51315397821917,2.53641904987168,-0.860209153401552,-0.308804992205865,-0.455454263383971,"SEKER"
"96",-3.68912115896869,1.20371281621015,0.556675994074687,0.290786484803683,0.199044914908415,"SEKER"
"97",-4.91834662546374,2.84336394459445,-0.135720261947692,-0.460477721311833,0.233332030096188,"SEKER"
"98",-4.99397628027535,3.20235646597451,-1.25117096155583,-0.534819141798635,-0.284641095921545,"SEKER"
"99",-4.25518436114585,1.94561666288072,0.112157359283127,-0.242479173883049,0.3966156216445,"SEKER"
"100",-4.90343835997427,2.7748146397644,0.0377491577238557,-0.465367226193443,0.426505225049661,"SEKER"
"101",-4.82411466022763,2.801507624241,-0.138946920197759,-0.113015778312994,0.198611382618135,"SEKER"
"102",-3.33529251023302,0.973093953331177,-0.417928596851035,-0.24407909169787,-0.379297539646856,"SEKER"
"103",-4.80601185732215,2.82462061023881,-0.260710107795685,-0.0458668693393764,0.282486688371753,"SEKER"
"104",-3.80088736849329,1.45086086011541,-0.0170011009764818,-0.0795985566901216,-0.0466325455656437,"SEKER"
"105",-5.88627395172172,4.3846550090866,-1.67599082053384,-1.02422353328109,-0.386588158664617,"SEKER"
"106",-4.05604859840161,1.77582278908282,0.273422357236666,0.137087841223768,0.139710692775427,"SEKER"
"107",-5.15971841851114,3.31150408199227,-0.906665397640672,-0.886981201578824,0.043342712917738,"SEKER"
"108",-2.87977019424807,0.655775744262199,-1.45206068667127,-0.304899795372942,-1.44884295415656,"SEKER"
"109",-3.94057633399767,1.8060566313024,-0.520499310656804,-0.0043135994663099,-0.340207939479387,"SEKER"
"110",-4.28641222987147,2.35766594492259,-0.911884715796005,0.145739601308115,-0.398965964091761,"SEKER"
"111",-4.38533490792777,2.50446926216441,-0.756532003360929,0.093244784754958,-0.65210894804976,"SEKER"
"112",-4.69405762356473,2.66868307898193,-0.0713346863576197,0.00343247488449889,0.363003914667329,"SEKER"
"113",-4.46406823750107,2.68871123150993,-1.68951932256215,-0.504876458982722,-0.897658522292522,"SEKER"
"114",-3.94490463028158,1.61918307334038,0.135089085409282,-0.0216304769361664,0.206540391567286,"SEKER"
"115",-4.39487260485902,2.30217554284806,-0.557206053048986,-0.487330902507028,0.0387592447998012,"SEKER"
"116",-4.68289113580585,2.73811567189667,-0.632869418364393,-0.229523781419502,-0.0345023233916716,"SEKER"
"117",-4.7221801941712,2.77989521121444,-0.77813436272763,-0.702834549543167,-0.195281934103113,"SEKER"
"118",-5.12896341207661,3.22320227975869,-0.472148291063456,-0.7316744526595,0.260047709072816,"SEKER"
"119",-4.64722755102692,2.60915102170063,-0.226246237854697,-0.387929657577898,0.112061860288741,"SEKER"
"120",-4.12237383485725,1.92521033814173,-0.438311341220237,-0.601324269045793,-0.0869341745546216,"SEKER"
"121",-4.22307591663272,2.06551562496305,0.0730197396728577,0.172936782300517,0.191010217982901,"SEKER"
"122",-4.9018518134834,3.12654571050786,-0.850754830148031,-0.262811348342403,-0.43430115341648,"SEKER"
"123",-4.56163762467396,2.53190081927597,-0.270051315681287,-0.224967193632936,0.364945394057048,"SEKER"
"124",-4.65464801071235,2.61562761039092,-0.26283707680291,-0.434215005332844,0.420402502226042,"SEKER"
"125",-4.29601457988427,2.25867905065142,-0.614818412941779,-0.309101119352772,0.090932287058795,"SEKER"
"126",-5.18542189469413,3.3848556048307,-0.590678655225442,-0.3181985293392,0.0322657107635534,"SEKER"
"127",-4.65772594533003,2.68280889890836,-0.143778490577485,-0.0211733083001272,0.00106020399490642,"SEKER"
"128",-4.40087166716914,2.26813828584738,0.147285573263171,-0.0890418690240172,0.327805289704118,"SEKER"
"129",-5.26614665454325,3.47830688534162,-0.390312289255761,-0.423613873205396,0.0556263969008983,"SEKER"
"130",-4.38479579561452,2.22470325484046,-0.0302787705115387,-0.496301554375141,0.409265920281034,"SEKER"
"131",-4.55572152907039,2.59851950244618,-0.828788985431746,-0.534867726852966,0.00863182249490828,"SEKER"
"132",-5.8684088126446,4.30062875108218,-0.872800325379243,-0.645614199696881,0.0104236793377978,"SEKER"
"133",-4.08578043311652,1.93110567208201,-0.567328346276414,-0.865213098559573,0.127501047174849,"SEKER"
"134",-4.49225640664744,2.48769180789496,-0.578362492280758,-0.61654909317377,-0.169630636134845,"SEKER"
"135",-4.95690784383774,3.05247534329269,-0.344004767285093,-0.463146140974204,0.0937068100154493,"SEKER"
"136",-4.67623278315432,2.63438608636709,-0.438054162638362,-0.875810370747704,0.29169751720658,"SEKER"
"137",-4.99496734472851,3.59498588986742,-2.45635127538423,-0.847055457081042,-1.36499038814433,"SEKER"
"138",-4.61683234687376,2.78354212751363,-0.848565463517713,-0.285309628932944,-0.502816070286098,"SEKER"
"139",-5.39137090883762,3.7482672687722,-0.702660996038424,-0.298962650012072,-0.100364620617389,"SEKER"
"140",-4.3725725850005,2.42649715462329,-0.861635019306445,-0.535093646936837,-0.109042150975458,"SEKER"
"141",-4.62338021403877,2.69563289428897,-0.244341606266152,-0.135453826183372,0.0530382164538617,"SEKER"
"142",-4.01557867831362,1.81437860912311,0.080798260354263,-0.27253658552378,0.341284638783624,"SEKER"
"143",-3.92745066956086,1.91971633392064,-0.30063595216047,0.432465166876773,-0.145165025194025,"SEKER"
"144",-5.1063228155606,3.28303961040583,-0.204402358400586,-0.266944070827092,0.224577910848013,"SEKER"
"145",-5.14743839064973,3.46627782415298,-0.831966120796451,-0.565720651506394,-0.256915814036441,"SEKER"
"146",-4.07000052525533,2.02187918820965,-0.237266843287517,-0.00440713908511872,-0.0867380089110653,"SEKER"
"147",-5.17335009637378,3.41977226268259,-0.320796269825549,-0.256049021795663,0.260117389258266,"SEKER"
"148",-4.82919245412915,3.01416880594329,-0.513590353793716,-0.274332187247111,0.138240030397611,"SEKER"
"149",-4.38301975920568,2.41118815339624,-0.384618308768252,-0.552226288273064,-0.113315574158068,"SEKER"
"150",-4.79317209336813,3.09365019036114,-0.995430968732645,-0.270079641822524,-0.368542489387673,"SEKER"
"151",-3.88354175962883,1.66473628904574,0.255764082531303,0.0616384290074988,0.227499966117211,"SEKER"
"152",-4.14257382802834,2.35615615354686,-1.30288191034886,-0.315933068444069,-0.646466066129392,"SEKER"
"153",-4.9954864238941,3.21304579301271,-0.570365423983345,-0.584625108147967,0.0194515173858975,"SEKER"
"154",-4.10461984392387,2.08036322248275,0.00775933660306916,0.297688364372162,-0.0940068599458082,"SEKER"
"155",-4.31810991747319,2.35376213111652,-0.272340249862571,-0.0154767210256492,-0.123923659033401,"SEKER"
"156",-4.6723904331591,2.78101237225407,-0.495648249918564,-0.658365381249376,-0.023630731865437,"SEKER"
"157",-4.03841558864189,2.01231709458536,-0.0958098474005421,0.198824326831201,0.188621444408952,"SEKER"
"158",-3.751546174858,1.50835793742285,-0.0265222691917152,-0.311623902332745,0.124021773199518,"SEKER"
"159",-3.1803900373062,0.954233067181789,-0.345672863476823,-0.100760186962046,-0.702176964863443,"SEKER"
"160",-3.90521174679233,1.75295096415462,-0.0534438455067024,-0.163479597073866,0.170821947637951,"SEKER"
"161",-4.85174110880751,3.05752385134158,-0.558657047457278,-0.673499434226044,0.0883315657865985,"SEKER"
"162",-3.8071296400896,1.74881215187787,-0.360734112753155,0.116439438963377,-0.138610089082932,"SEKER"
"163",-5.11472098584331,3.47263534398228,-0.71888238397987,-0.559800870691648,-0.224525512426915,"SEKER"
"164",-4.80733269203723,2.99515015354747,-0.547756115418591,-0.615560145723874,0.272569104081281,"SEKER"
"165",-4.41582914452907,2.39597278770657,0.0738697690008878,-0.102913995417208,0.316794087099419,"SEKER"
"166",-3.98616686984967,1.95397500327268,-0.19016427553143,-0.0508647880065864,0.184503508317442,"SEKER"
"167",-4.43633116491151,2.44775873265684,-0.414390660596062,-0.73024174392746,0.0883756885827271,"SEKER"
"168",-4.12190445392598,2.20725725698407,-1.02439447289103,-0.618421668176351,-0.425861532333647,"SEKER"
"169",-3.90111586345445,1.72319455876504,-0.138763392682355,-0.732790050870033,0.189651228553071,"SEKER"
"170",-5.17033229234289,3.53075493458672,-0.619557695978453,-0.299729960767185,-0.00265322932045923,"SEKER"
"171",-4.19535310732068,2.25360358882261,0.0287642977505688,0.317614935369942,0.0621742948442797,"SEKER"
"172",-4.11047453377126,2.22404672931888,-0.859664896734917,-0.5438375328049,-0.407045100187946,"SEKER"
"173",-4.25437687953542,2.36541533413178,-0.251412922250427,0.248410601036356,0.100919470146131,"SEKER"
"174",-4.85954709070016,3.22572991595069,-1.03872877540629,-0.560227476265254,-0.383535130097102,"SEKER"
"175",-3.85322087080531,1.73363721163863,0.338445729930432,0.363710600073171,0.319092774029816,"SEKER"
"176",-4.69401936425344,2.88607359548003,-0.570201535072417,-0.529252499431182,-0.12420287082337,"SEKER"
"177",-3.8760881670103,1.81416990336722,-0.720227318471581,-0.629292445386491,-0.149253505813677,"SEKER"
"178",-4.64555451847676,2.76246691558826,-0.0288319370190979,-0.267947356655755,0.410363386453413,"SEKER"
"179",-4.45493790506702,2.72592127831175,-0.924871209014551,-0.344906947821327,-0.397439883261034,"SEKER"
"180",-4.91388142347082,3.09432663024785,-0.153544040634928,-0.522101902990108,0.262336637486715,"SEKER"
"181",-4.3251019871624,2.39914594885794,-0.44155059008014,-0.583798524018122,0.305442171749137,"SEKER"
"182",-4.67617208362444,2.76449588672173,0.138702441456956,-0.354762136399444,0.47546232452719,"SEKER"
"183",-3.83996631008903,1.79474707355659,-0.219973198902498,-0.190912012397334,-0.255886421595699,"SEKER"
"184",-4.77267544002789,3.09522385295332,-0.711358612454873,-0.322272673248194,-0.311830313112652,"SEKER"
"185",-4.04310773739823,1.9775599176903,0.0463668039385817,-0.213528370780891,0.457031912394613,"SEKER"
"186",-3.86309228418913,2.04801111571209,-1.16957502921423,-0.117996545141281,-0.58373165881377,"SEKER"
"187",-4.40991665098471,2.58088186260571,-0.175858744254298,-0.0032482372934773,-0.185064851769151,"SEKER"
"188",-4.76229509101711,3.03019872718871,-0.571728280977947,-0.44933793512759,-0.0233786654345301,"SEKER"
"189",-4.30105228860286,2.45760279797361,-0.600881690612028,-0.435680540801582,-0.265264526359259,"SEKER"
"190",-3.84336305859799,2.00385347365486,-1.12549129826297,-0.483520826000576,-0.65781920571474,"SEKER"
"191",-4.12406606239854,2.21307672039061,-0.316969901766985,-0.0536161290882049,0.0955734991162622,"SEKER"
"192",-5.06270419807141,3.56285204648962,-0.710205704306117,-0.149610440131534,-0.0857853382144033,"SEKER"
"193",-4.42438533847288,2.60236965469613,-0.340722343717628,-0.0792096153563344,-0.0452954912269487,"SEKER"
"194",-4.00372152444687,2.14577447682841,-0.510611624668919,0.154875712647678,-0.297724155403138,"SEKER"
"195",-4.43108065971955,2.50700745703019,0.0721171055298633,-0.208808300794114,0.260287808983323,"SEKER"
"196",-4.35346683921584,2.54669387007022,0.0511177741184548,0.448640580588253,0.276985621730083,"SEKER"
"197",-3.59570956986352,1.4287970015375,0.316663060603351,0.137452034361742,0.0383584902150015,"SEKER"
"198",-3.00043124319552,0.721902391177452,0.190628910382336,0.562400217249306,-0.0819407447790239,"SEKER"
"199",-4.16482342404389,2.25709745700218,-0.283520843599897,-0.0704490194843987,0.114833059042334,"SEKER"
"200",-4.273120814783,2.31737853859844,0.279675472534783,0.111856699678425,0.346329331914432,"SEKER"
"201",-4.07637357572828,2.23370419179753,-0.66843017515764,-0.295899121129235,-0.176200277179105,"SEKER"
"202",-3.78304737324292,1.98828734476613,-0.666028528691364,0.363155607141631,-0.323844084915287,"SEKER"
"203",-4.06725673880467,2.03090495069788,0.323011946146382,0.0919547172746513,0.244992591817945,"SEKER"
"204",-4.44495052759868,2.84951618451204,-1.30402186962079,-0.50741943089775,-0.885512664849695,"SEKER"
"205",-3.83992205226286,1.87950904823285,-0.540070766892034,-0.477159508777725,0.222859033078029,"SEKER"
"206",-3.86612021396243,1.8661505929531,-0.372974350636705,-0.510744340695971,-0.227541746828058,"SEKER"
"207",-3.83543806146628,2.11606224745239,-1.34261757123071,-0.135413262414666,-0.46092096498319,"SEKER"
"208",-4.27402613774625,2.51017474514249,-0.597109433080832,-0.00328685111432114,-0.294812252941827,"SEKER"
"209",-3.5306148253846,1.65526553715359,-0.880872414326517,0.175958468616485,-0.138918031013361,"SEKER"
"210",-4.36460424671338,2.66232396326465,-1.23579245463669,-0.956121632533308,-0.213193476065359,"SEKER"
"211",-3.04874106318704,0.613654935316945,0.844238536383786,0.130548340232062,0.480180264130467,"SEKER"
"212",-4.34065023811737,2.4859146735361,-0.0592812892563768,0.0537479723852037,0.315134233226498,"SEKER"
"213",-4.68498339543203,3.00889257174656,-0.338839118467574,-0.0963624296817425,-0.135761269517064,"SEKER"
"214",-3.26599536414462,1.07607893909613,-0.152953116726401,0.127942764760582,-0.0314546728817048,"SEKER"
"215",-3.37338171858608,1.45524052827231,-1.70492832663097,-0.649087349466962,-0.212432151231345,"SEKER"
"216",-3.95536851197549,2.02686625617118,-0.194030773791164,0.0552448150060043,-0.00817136064453255,"SEKER"
"217",-3.58839770094821,1.44096700986148,-0.266682707778193,-0.592915233600426,-0.0353052679283243,"SEKER"
"218",-4.35419337334753,2.46642616877405,0.0763534046498755,-0.105800779955282,0.206863046585744,"SEKER"
"219",-4.82664417726553,3.15709586683525,-0.412108677326747,-0.265145921353691,0.00641946143252798,"SEKER"
"220",-4.06880982878113,2.18780884317681,-0.303360809828366,0.00693980647083023,-0.0665047597666623,"SEKER"
"221",-5.15649727647674,3.89342109500653,-2.12100743414041,-0.960104846924434,-1.1348448603754,"SEKER"
"222",-3.92936822315164,1.85608944095799,0.211076841419622,-0.239915675770785,0.242400509584897,"SEKER"
"223",-4.61622088276989,2.88338579851289,-0.226753201005022,-0.157625638510057,0.105662893052751,"SEKER"
"224",-4.10912321075858,2.13668116940925,0.264070112875357,-0.0564668707822216,0.279974869902741,"SEKER"
"225",-4.18283882110065,2.28767174611593,-0.116738573555049,-0.203865666705801,-0.011046077017436,"SEKER"
"226",-4.30725764844778,2.69559786302872,-1.14120932168389,-0.298317967227776,-0.617515583385729,"SEKER"
"227",-3.60684110792192,1.59018217152103,-0.360943409767406,-0.320427945745529,-0.220625334355133,"SEKER"
"228",-4.34673865775943,2.55632911937068,-0.590519130905089,-0.62063736387702,0.0678485441352846,"SEKER"
"229",-4.18232316941644,2.23025080879862,-0.0933310806678014,-0.431898146459159,0.478553764545449,"SEKER"
"230",-3.97557613603624,1.97074026364339,-0.215961501655379,-0.660288226119717,0.63024178048516,"SEKER"
"231",-4.37926155707971,2.50281984063719,-0.273148194169467,-0.590658105350003,0.146967872021278,"SEKER"
"232",-4.62514897160776,2.83571113628745,-0.298746454624213,-0.594147193607394,0.264574773107382,"SEKER"
"233",-3.76060303431023,1.76755433614924,-0.366070155561697,-0.41225905213562,0.199390377325888,"SEKER"
"234",-4.51811634209376,2.98624206896116,-0.847668868950455,0.0168914744998683,-0.328055918255052,"SEKER"
"235",-3.783688545961,1.76290632091663,-0.156923424063805,-0.265187426659394,0.162601204579274,"SEKER"
"236",-4.68511313599102,2.98433348840307,-0.387390759957989,-0.347888657196113,0.175448843543948,"SEKER"
"237",-4.27434947390315,2.39946285640652,0.0236849876516267,-0.209428764847555,0.382841291180265,"SEKER"
"238",-3.59672355611736,1.69587389887089,-0.97745379896867,-0.665070597782662,-0.356274121551626,"SEKER"
"239",-4.17663424791462,2.35687239601784,-0.327327165776433,-0.289247810150264,0.0604236611573347,"SEKER"
"240",-4.64538443680372,2.96513795167178,-0.190143707561689,-0.102098870798265,0.122529051707479,"SEKER"
"241",-4.40741616669468,2.67022114286798,-0.428408097206493,-0.244329741639465,0.273644719449852,"SEKER"
"242",-4.53389591852672,2.77624029168225,-0.176167635543586,-0.309831989355342,0.158616706010062,"SEKER"
"243",-4.02433037637965,2.07213227532179,0.170496412445494,0.00166179138215236,0.120952635256825,"SEKER"
"244",-5.23444390794705,3.73245853567995,-0.686573851219819,-0.742106729716283,0.0457876224543836,"SEKER"
"245",-4.90928884402338,3.49019192992445,-0.81170679737413,0.0406838619302941,-0.218036460752131,"SEKER"
"246",-3.97539105702824,2.25459491510904,-0.672271513944115,-0.0391355223824487,-0.413020380381257,"SEKER"
"247",-4.07188190130828,2.37499381673851,-0.823109672998177,-0.287622848106775,-0.501302119982128,"SEKER"
"248",-4.1669228828755,2.21666978992057,-0.114231101740586,-0.630964059002231,0.498893746765994,"SEKER"
"249",-4.09903353759397,2.36889471456367,-0.617067004944836,-0.121475046625324,-0.374210883344831,"SEKER"
"250",-4.48994505955201,2.72527477933032,-0.446629176482551,-0.59299797995263,0.116870249654312,"SEKER"
"251",-4.36014620123909,2.66906115365927,-0.595376515556371,-0.245901164179444,-0.17078153688828,"SEKER"
"252",-4.00286979866792,2.12693660188874,-0.812277172778944,-1.07186386380253,0.582665986306507,"SEKER"
"253",-4.19402654092019,2.59519126191109,-0.963856517203951,-0.23942136480977,-0.857258600975541,"SEKER"
"254",-3.32967919630634,1.32798879882612,-0.578783359769821,-0.577438076902727,-0.201238437653564,"SEKER"
"255",-3.90632473450884,1.90024132959342,0.38963329918102,0.0936580757627026,0.33247565563864,"SEKER"
"256",-4.68204995239834,3.03184364995199,-0.387663155789889,-0.258282246875471,-0.0336752783305396,"SEKER"
"257",-4.15321176716978,2.3825388402091,-0.168094039948056,0.0552819863562887,0.1683384874085,"SEKER"
"258",-5.00245898376237,3.48759680503436,-0.471417314766369,-0.296842577839131,0.121810721179655,"SEKER"
"259",-3.5488399046643,1.60483860309416,-0.472468080665049,-0.343170561225213,-0.0847066340467522,"SEKER"
